,title,property_type,location,price,price_category,bedroom,bathroom,price_per_bedroom,added_date,updated_date,month_added,state
10399,3500sqm Residential Land Available,land,"oke,mosan kobape expressway, abeokuta south, ogun",51000000.0,high,,,,2025-10-01,2025-12-01,2025-10,Ogun
10400,Luxury 4 Bedroom Terrace Triplex With Excellent Facilities,flat/apartment,"ibara housing estate gra, abeokuta south, ogun",200000000.0,high,4.0,4.0,50000000.0,,2025-12-01,NaT,Ogun
10401,Well Structured 5 Bedroom Detached House + 2 Br Flat + 3 Rooms Bq,flat/apartment,"ijebu ode, ogun",55000000.0,high,10.0,,5500000.0,,2025-11-04,NaT,Ogun
10402,One Of The Best Land Banking Offer At Ogun State,land,"tomoba igboye, ijebu east, ogun",3000000.0,low,,,,,2025-12-26,NaT,Ogun
10403,650msq Residential Plot Of Land In A Serene Estate,land,"mainland park estate off lagos ibadan expressway, mowe town, ogun",6500000.0,low,,,,2025-01-02,2026-01-05,2025-01,Lagos
10404,200 Plots Of Land,land,"berger, arepo, ogun",32000000.0,mid,,,,2025-11-02,2026-01-23,2025-11,Ogun
10405,Fantastic 2 Units Of 3 Bedroom Bungalow On A Full Plot Of Land,land,"itele, ayetoro, ado-odo/ota, ogun",25000000.0,mid,3.0,3.0,8333333.333,,2026-01-23,NaT,Ogun
10406,"Licensed Filling Station Approximately 1,800sqm",land,"lagos abeokuta expressway, abeokuta north, ogun",1300000000.0,high,9.0,9.0,144444444.4,,2026-01-14,NaT,Lagos
10407,Well Maintained Block Of 6units 2bedroom Flats,flat/apartment,"daniel adeloju street off iyana iyesi bus stop egan rd, oju ore og, sango ota, ogun",50000000.0,mid,2.0,2.0,25000000.0,,2025-12-15,NaT,Ogun
10408,Serviced Dry Land,land,"premiere court, arepo, berger, arepo, ogun",60000000.0,high,,,,,2026-01-14,NaT,Ogun
10409,Newly Built 3 Bedroom Bungalow Fully Finished With Solar Inverter,bungalow,"bluestone treasure estate, mowe town, ogun",75000000.0,high,3.0,3.0,25000000.0,,2026-01-21,NaT,Ogun
10410,1 Full Plot Of Land,land,"araromi, abeokuta north, ogun",17000000.0,mid,,,,,2026-01-14,NaT,Ogun
10411,3 Bedroom Bungalow,bungalow,"mowe ofada, ogun",42500000.0,mid,3.0,3.0,14166666.67,,2026-01-24,NaT,Ogun
10412,4-bedroom Duplex -- Ibara Gra,house,"ibara gra, abeokuta south, ogun",120000000.0,high,4.0,4.0,30000000.0,,2026-01-22,NaT,Ogun
10413,Own A Farmland And Earn Millions In Return!,land,"near funaab, alabata, abeokuta north, ogun",3600000.0,low,,,,,2026-01-26,NaT,Ogun
10414,Very Spacious And Well Fitted 5 Rooms Fully Detached Duplex With Bq,fully detached,"citiview estate wawa, magboro, ogun",220000000.0,high,5.0,5.0,44000000.0,,2026-01-15,NaT,Ogun
10415,Land,land,"kobape, obafemi owode, ogun",2500000.0,low,,,,,2026-01-19,NaT,Ogun
10416,Farm Land,land,"aso ilobi road, ewekoro, ogun, ewekoro, ogun",3724000.0,low,,,,,2026-01-26,NaT,Ogun
10417,Palm Farm Land,land,"agbara industrial estate   - ota industrial layout   - palm fortune ci, ado-odo/ota, ogun",1950000.0,low,,,,,2026-01-26,NaT,Ogun
10418,3 Bedroom Bungalow,bungalow,"palm view estate lud site lll igbeba, ijebu ode, ogun",65000000.0,high,3.0,4.0,21666666.67,,2026-01-20,NaT,Ogun
10419,Farm Land In Ogun State,land,"imeko-afon forest ã°âÿâ‘â®ã¢â€âã¢â™â‚ã¯â¸âimeko-afon lga ã°âÿâœâš owode afon ã°âÿâ§â‘ã¢â€âã°âÿâžâ“crescent univ, imeko afon, ogun",3000000.0,low,,,,,2026-01-26,NaT,Ogun
10420,"Block Of Flat, 2 Units Of 2 Bedroom ,2 Units Of Mini Flat",flat/apartment,"off gasline junction, magboro, ogun",70000000.0,high,6.0,6.0,11666666.67,,2026-01-23,NaT,Ogun
10421,Tastefully Built 4 Bedroom Duplex,house,"bankole estate, magboro, ogun",180000000.0,high,4.0,5.0,45000000.0,,2026-01-23,NaT,Ogun
10422,Bungalow,bungalow,"pearl academy school junction, victory estate junction, magboro, ogun",30000000.0,mid,1.0,3.0,30000000.0,,2026-01-25,NaT,Ogun
10423,Fully Detached Duplex In A Well Structured Estate,fully detached,"citiview estate, berger, arepo, ogun",200000000.0,high,5.0,5.0,40000000.0,,2026-01-21,NaT,Ogun
10424,Exclusive Land,land,"gosheni gulf court, ado-odo/ota, ogun",700000.0,low,,,,,2026-01-23,NaT,Ogun
10425,Affordable Plots Of Land,land,"green leaf estate, isiwo, ljebu ode road, ijebu ode, ogun",1500000.0,low,,,,,2026-01-21,NaT,Ogun
10426,82 Acres Of Land With Over 500+ Oil Palm Plantation,land,"agbara, ado-odo/ota, ogun",20000000.0,mid,,,,2026-07-01,2026-01-07,2026-07,Ogun
10427,Block Of 4 Flats Of 3 Bedrooms,flat/apartment,"alagbole, ifo, ogun",80000000.0,high,12.0,12.0,6666666.667,2026-01-01,2026-01-08,2026-01,Ogun
10428,Modern 3 Bedroom Detached Duplex With Cofo,detached duplex,"ajuwon, akute, ifo, ogun",85000000.0,high,3.0,,28333333.33,2025-02-10,2025-12-20,2025-02,Ogun
10429,4 Bedroom Duplex,house,"atan ota, ado-odo/ota, ogun",45000000.0,mid,4.0,4.0,11250000.0,2026-05-01,2026-01-05,2026-05,Ogun
10430,Full Plot Of Land,land,"obada oko, abeokuta south, ogun",7000000.0,low,,,,,2026-01-15,NaT,Ogun
10431,Nice 4 Bedroom Duplex On Half Plot Of Land Of 300 Square Meter,land,"journalist estate, berger, arepo, ogun",96000000.0,high,4.0,,24000000.0,2026-04-01,2026-01-25,2026-04,Ogun
10432,7 Acres Of Land (with Adequate Power Line Setback),land,"lagos-ibadan expressway, berger, arepo, ogun",90000000.0,high,,,,2026-05-01,2026-01-05,2026-05,Lagos
10433,Fenced 1600sqm Of Land,land,"berger, arepo, ogun",190000000.0,high,,,,2026-05-01,2026-01-05,2026-05,Ogun
10434,Fully Built 2 Bedroom Bungalow On A Full Plot,land,"itori, afowowa, ewekoro, ogun",28000000.0,mid,2.0,2.0,14000000.0,,2026-01-06,NaT,Ogun
10435,Bungalow 9 Rooms Face To Face House,bungalow,"off opeyemi street, ibafo, ogun",25000000.0,mid,9.0,2.0,2777777.778,2026-07-01,2026-01-14,2026-07,Ogun
10436,Four Bedroom Terrace Duplex With Pent House And Bq,house,"forthright gardens, berger, arepo, ogun",220000000.0,high,4.0,4.0,55000000.0,2026-10-01,2026-01-10,2026-10,Ogun
10437,Newly Built 2 Bedroom Bungalow In A Conducive Environment,bungalow,"treasure island estate, mowe ofada, ogun",15000000.0,mid,2.0,2.0,7500000.0,2026-12-01,2026-01-12,2026-12,Ogun
10438,Luxuriously Furnished 3 Bedroom Bungalow Ensuit,bungalow,"magboro, ogun",60000000.0,high,3.0,3.0,20000000.0,2026-12-01,2026-01-20,2026-12,Ogun
10439,Newly Built 4 Bedroom Fully Detached Duplex In Good Estate,fully detached,"bluestone estate, mowe town, ogun",87000000.0,high,4.0,4.0,21750000.0,2025-12-10,2026-01-16,2025-12,Ogun
10440,A Newly Built 2-bedroom Semi-detached Bungalow,semi detached duplex,"prince court estate, kobape, abeokuta south, ogun",16000000.0,mid,2.0,2.0,8000000.0,,2026-01-13,NaT,Ogun
10441,A 600sqm Plot Of Land,land,"opako, adigbe, abeokuta south, ogun",4000000.0,low,,,,,2026-01-13,NaT,Ogun
10442,Ready-to-build Land,land,"kuforiji olubi gra, abeokuta south, ogun",35000000.0,mid,,,,,2026-01-15,NaT,Ogun
10443,4 Bedroom Detached Duplex,detached duplex,"journalist estate phase one, berger, arepo, ogun",90000000.0,high,4.0,,22500000.0,,2026-01-25,NaT,Ogun
10444,Brand New 4 Bedrooms Bungalow,bungalow,"ifeloju olorusogo, gochen area off shojuolu road, alameda bus stop, ifo, ogun",21000000.0,mid,4.0,4.0,5250000.0,,2026-01-18,NaT,Ogun
10445,9 Blocks Of Flat,flat/apartment,"kayode plaza, ajuwon, ifo, ogun",120000000.0,high,2.0,2.0,60000000.0,,2026-01-02,NaT,Ogun
10446,Full Plot Of Land Fence Gate,land,"lafenwa, ado-odo/ota, ogun",15000000.0,mid,,,,,2025-12-17,NaT,Ogun
10447,Almost Half Plot Of Land To Be Cut Out On A Full Plot Of Land,land,"lafenwa close to ayobo lagos, ado-odo/ota, ogun",5000000.0,low,,,,,2025-12-17,NaT,Lagos
10448,Decent 3 Bedroom Bungalow With A Bq,bungalow,"lafenwa, ado-odo/ota, ogun",22000000.0,mid,4.0,4.0,5500000.0,,2025-12-17,NaT,Ogun
10449,Big House Consists 4 Bedroom Duplex And 3 Bedroom Flats,house,"journalists estate, berger, arepo, ogun",180000000.0,high,10.0,9.0,18000000.0,,2025-12-27,NaT,Ogun
10450,Newly Built Fully Detached Four [4] Bedroom Duplex,fully detached,"laderin estate, abeokuta south, ogun",65000000.0,high,4.0,4.0,16250000.0,,2025-12-19,NaT,Ogun
10451,Own A Luxury 2 Bedroom Bungalow,bungalow,"ile-ise pan, abeokuta north, ogun",38500000.0,mid,2.0,2.0,19250000.0,2025-11-12,2025-12-21,2025-11,Ogun
10452,Luxury 3 Bedroom Bungalow,bungalow,"mowe ofada, ogun",70000000.0,high,3.0,4.0,23333333.33,,2025-12-21,NaT,Ogun
10453,Affordable Beachfront Land,land,"odimi water side, ado-odo/ota, ogun",8000000.0,low,,,,,2025-12-29,NaT,Ogun
10454,Own A Plot With C Of O,land,"diamond estate, mowe ofada, ogun",15000000.0,mid,,,,,2025-12-17,NaT,Ogun
10455,Premium Land Available,land,"pen estate osese phase 2, simawa, ogun",16000000.0,mid,,,,,2025-12-22,NaT,Ogun
10456,1 Hectare - Own & Earn Mixed Use Land,land,"federal ministry of agriculture , alabata, abeokuta north, ogun",9000000.0,low,,,,,2026-01-25,NaT,Ogun
10457,Multiple 500sqm Of An Estate Land In A Serene Environment,land,"papa lanto junction, ewekoro, ogun",25000000.0,mid,,,,,2025-12-20,NaT,Ogun
10458,Functioning Bottled Water Company On 12 Plots Of Land,land,"adjacent palms mall, sango ota, ogun",1800000000.0,high,,,,,2025-12-26,NaT,Ogun
10459,2 Bedroom Semi-detached Bungalow,semi detached duplex,"golf town, mowe town, ogun",68000000.0,high,2.0,2.0,34000000.0,,2025-12-27,NaT,Ogun
10460,3 Bedroom Detached Bungalow,bungalow,"golf town, mowe town, ogun",78000000.0,high,3.0,3.0,26000000.0,,2025-12-27,NaT,Ogun
10461,Fenced 4 Acres Of Land,land,"lagos ibadan expressway redemption camp, mowe ofada, ogun",500000000.0,high,,,,,2025-12-30,NaT,Lagos
10462,A Large Former School Compound,school,"martins estate , alagbole akute axis, akute, ifo, ogun",370000000.0,high,,,,,2025-12-21,NaT,Ogun
10463,Standard Bungalow Of 2 Bedroom Flat With A Mini Flat,bungalow,"short drive from arepo/magboro, asese, ibafo, ogun",17000000.0,mid,3.0,3.0,5666666.667,2025-11-12,2025-12-29,2025-11,Ogun
10464,Blocks Of 10 Standard Structures On 2 Plot Together Plan For Schools,land,"itele ,ayobo axis, ado-odo/ota, ogun",27000000.0,mid,10.0,10.0,2700000.0,2025-11-12,2025-12-11,2025-11,Ogun
10465,Livana Hostel Apartments,flat/apartment,"opposite funaab, odeda, ogun",11000000.0,mid,,1.0,,2025-07-11,2026-01-22,2025-07,Ogun
10466,100 Acres Of Farm Land With A Potential Value To Plant Crops,land,"orile ilugun, odeda, ogun",380000.0,low,,,,2025-11-12,2025-12-11,2025-11,Ogun
10467,Land,land,"kobape, off muhammad buhari road, abeokuta north, ogun",2500000.0,low,,,,,2025-12-11,NaT,Ogun
10468,3 Bedroom Bungalow,bungalow,"river one residential, ile-ise pan, abeokuta north, ogun",43500000.0,mid,3.0,4.0,14500000.0,,2025-12-28,NaT,Ogun
10469,A Rare Opportunity To Buy C Of O Land At This Price In A Developed,land,"sagamu interchange, international brewery, mowe ofada, ogun",5000000.0,low,,,,,2025-12-30,NaT,Ogun
10470,Land With Government Allocation,land,"city nest phase 6, ibefun, ijebu east, ogun",9500000.0,low,,,,,2025-12-29,NaT,Ogun
10471,Uncompleted Commercial Factory Warehouse.,warehouse,"obaran road, mowe ofada, ogun",70000000.0,high,,,,,2025-12-16,NaT,Ogun
10472,Decent 4 Bedroom Detached Bungalow,bungalow,"magboro, ogun",55000000.0,high,4.0,4.0,13750000.0,,2026-01-14,NaT,Ogun
10473,"Spacious 10 Units Of Mini Flats, Suitable For Hospital And School",flat/apartment,"berger, arepo, ogun",120000000.0,high,1.0,1.0,120000000.0,2025-06-11,2026-01-14,2025-06,Ogun
10474,Standard 7 No Of Mini Flat Rooms And Parlour Self Contained,flat/apartment,"itele  close to ayobo lagos, ado-odo/ota, ogun",24000000.0,mid,7.0,7.0,3428571.429,,2025-12-15,NaT,Lagos
10475,Standard 3 Bedroom Bungalow With A Shop On Half Plot Of Land Fence Gat,land,"itele, ado-odo/ota, ogun",20000000.0,mid,3.0,3.0,6666666.667,,2025-12-15,NaT,Ogun
10476,Warehouse + Admin Office,office space,"oju ore, sango ota, ogun",450000000.0,high,,,,,2025-12-15,NaT,Ogun
10477,50/100 Size Land,land,"10 minute drive to funab community mosafejo lga, odeda lga, abeokuta north, ogun",1000000.0,low,,,,,2026-01-06,NaT,Ogun
10478,25 Acres Of Industrial Land,land,"sagamu, ogun",2700000000.0,high,,,,,2026-01-17,NaT,Ogun
10479,Land With Annual Income Through Oil Palm Cultivation For Free,land,"odolewu, off the epe, ijebu ode expressway, odogbolu, ogun",3500000.0,low,,,,,2025-12-16,NaT,Ogun
10480,2 No's Of Room And Parlour Self Contained Fully Setback On A Full Plot,land,"ado-odo/ota, ogun",17000000.0,mid,4.0,2.0,4250000.0,,2025-12-17,NaT,Ogun
10481,4 And Half Plot Of Land Together Fence Gate Good Location,land,"lafenwa, ado-odo/ota, ogun",53000000.0,high,,,,,2025-12-17,NaT,Ogun
10482,Massive 8 Plots Of Land Together,land,"orinmerunmu, via olowotedo bus, asese, ibafo, ogun",6000000.0,low,,,,2025-08-12,2025-12-29,2025-08,Ogun
10483,4 Units Of Apartments,flat/apartment,"magada, ibafo, ogun",50000000.0,mid,2.0,,25000000.0,2025-08-10,2026-01-25,2025-08,Ogun
10484,3 Bedroom Bungalow With A Large Shop On A Full Plot,land,"owode ijako, sango ota, ogun",50000000.0,mid,3.0,3.0,16666666.67,2025-03-12,2026-01-06,2025-03,Ogun
10485,Affordable Land For  In Prime Location,land,"kairos gardens 2.0 after epe tall gate, km 46, ogun",3000000.0,low,,,,2025-03-12,2026-01-25,2025-03,Ogun
10486,3 Bedroom Semi Detached  Duplex,semi detached duplex,"berger, arepo, ogun",150000000.0,high,3.0,4.0,50000000.0,2025-04-11,2026-01-16,2025-04,Ogun
10487,4-bedroom Fully,flat/apartment,"5 drive to ojodu burger & 15 minutes drive to the airport ikeja, berger, arepo, ogun",280000.0,low,4.0,5.0,70000.0,,2026-01-16,NaT,Ogun
10488,Land For Smart Investors,land,"palm rich estate, ewekoro, ogun",2650000.0,low,,,,2025-01-12,2025-12-04,2025-01,Ogun
10489,Newly Built 3 Bedroom Apartment,flat/apartment,"arepo (in an estate), berger, arepo, ogun",55000000.0,high,3.0,3.0,18333333.33,2025-04-12,2026-01-25,2025-04,Ogun
10490,Land,land,"ado awaye iseyin, abeokuta north, ogun",7500000.0,low,,,,2025-04-12,2026-01-25,2025-04,Ogun
10491,Well Furnished Sweatless Favour 3 Bedroom Bungalow,bungalow,"magboro, ogun",45000000.0,mid,3.0,3.0,15000000.0,,2026-01-14,NaT,Ogun
10492,High Demand Student Hostel Apartment Now On Promo,flat/apartment,"funaab, abeokuta south, ogun",11000000.0,mid,,1.0,,2025-04-12,2026-01-26,2025-04,Ogun
10493,3 Bedrooms Detached Bungalow ( Off Plan),bungalow,"treasure island phase one extention, mowe ofada, ogun",20000000.0,mid,3.0,3.0,6666666.667,2025-05-12,2026-01-23,2025-05,Ogun
10494,Parcel Of One Plot Of Land And Quarter,land,"ofada / abisodun road, mowe ofada, ogun",17000000.0,mid,,,,2025-06-12,2025-12-16,2025-06,Ogun
10495,250 Acres Of Farm Land In A Peaceful Village,land,"tapa village via kugba village odeda local government, odeda, ogun",480000.0,low,,,,2025-09-12,2025-12-09,2025-09,Ogun
10496,Luxury 3 Bedroom Bungalow,bungalow,"queens home, mowe ofada, ogun",42500000.0,mid,3.0,3.0,14166666.67,,2025-12-17,NaT,Ogun
10497,"Lovely 5 Units Of 3 Bedrooms, 2 Bedrooms + Mini Flat Bungalow",bungalow,"in an estate environment, by 4 gate hotel, grace valley estate, alagbole, ifo, ogun",110000000.0,high,,,,2025-01-11,2025-11-22,2025-01,Ogun
10498,Serviced Plots With Hilltop View Inside,land,"riverview lolite estate phase 2 extension, obafemi owode, ogun",27000000.0,mid,,,,,2026-01-26,NaT,Ogun
10499,6 Bedrooms Ensuite Mansion Sitting On 1264 Sqm,land,"magboro, ogun",170000000.0,high,6.0,6.0,28333333.33,,2026-01-15,NaT,Ogun
10500,Farm Land,land,"off funaab alabata abeokuta, abeokuta north, ogun",3600000.0,low,,,,,2026-01-03,NaT,Ogun
10501,Well Structured 6 Bedroom Detached Duplex,detached duplex,"owo eba junction, off adesanya road, mowe ofada, ogun",60000000.0,high,6.0,,10000000.0,,2025-11-28,NaT,Ogun
10502,3 Bedroom Fully Detached Bungalows,fully detached,"ita oshin, abeokuta north, ogun",38500000.0,mid,3.0,3.0,12833333.33,,2025-11-28,NaT,Ogun
10503,2 Bedroom Bungalow,bungalow,"abeokuta south, ogun",39000000.0,mid,2.0,,19500000.0,,2025-11-28,NaT,Ogun
10504,4 Bedroom Fully Detached Bungalow,fully detached,"oke ore, ado-odo/ota, ogun",20000000.0,mid,4.0,4.0,5000000.0,,2025-11-29,NaT,Ogun
10505,Affordable Of O Land In Abeokuta,land,"kobape abeokuta street opposite governors housing estate, abeokuta south, ogun",2500000.0,low,,,,,2025-11-22,NaT,Ogun
10506,The Smart Investor's Choice: C Of O Land Living & Guaranteed High Roi,land,"kobape, abeokuta north, ogun",2500000.0,low,,,,,2025-12-10,NaT,Ogun
10507,"Exotic Land With C Of O ,18 Month Payment Plan Etc",land,"mowe ofada, ogun",4500000.0,low,,,,2025-07-11,2025-12-01,2025-07,Ogun
10508,Fenced & Gated Residential Land,land,"lipede estate, onikoko, abeokuta south, ogun",65000000.0,high,,,,,2025-12-16,NaT,Ogun
10509,Bluestone Land Now Selling With C Of O,land,"directly along the new constructed papalanto - sagamu road, mowe town, ogun",15000000.0,mid,,,,2025-02-12,2026-01-21,2025-02,Ogun
10510,Block Of 8 Units 2 Bedroom & Mini Flats,flat/apartment,"magboro, ogun",75000000.0,high,12.0,,6250000.0,2025-02-12,2026-01-21,2025-02,Ogun
10511,Land,land,"starcrest palm estate alabata, funab, abeokuta south, ogun",3000000.0,low,,,,2025-01-12,2025-12-01,2025-01,Ogun
10512,2 Wings Of 5 Bedroom  Duplex,house,"sparklight estate, opic, isheri north, ogun",180000000.0,high,5.0,5.0,36000000.0,,2026-01-13,NaT,Ogun
10513,4 Nos Of 3 Bedroom Flat,flat/apartment,"river bank estate, opic, isheri north, ogun",100000000.0,high,3.0,,33333333.33,,2026-01-13,NaT,Ogun
10514,6 Blocks Of 3 Bedroom Flat,flat/apartment,"asese, ibafo, ogun",150000000.0,high,,,,,2025-11-21,NaT,Ogun
10515,Newly Built 4 Bedroom Detached Duplex With Bq,detached duplex,"mowe town, ogun",87000000.0,high,4.0,,21750000.0,,2026-01-20,NaT,Ogun
10516,3 Bedrooms Apartment,flat/apartment,"mowe ofada, ogun",42500000.0,mid,3.0,3.0,14166666.67,,2026-01-25,NaT,Ogun
10517,Affordable Land,land,"starcrest palm estate. funaab, alabata., abeokuta north, ogun",3000000.0,low,,,,,2025-11-21,NaT,Ogun
10518,2 Bedroom Solar-powered Bungalow,bungalow,"abeokuta south, ogun",38500000.0,mid,3.0,4.0,12833333.33,,2025-11-10,NaT,Ogun
10519,Own Your Plot,land,"native pride estate phase 3,adejorin town, owode-egba, mowe ofada, ogun",2200000.0,low,,,,,2025-11-18,NaT,Ogun
10520,Stunningly Designed 4 Bedroom Fully Detached Duplex,fully detached,"mowe town, ogun",90000000.0,high,4.0,4.0,22500000.0,,2026-01-02,NaT,Ogun
10521,Earn Yearly From A Plot At Oil Gold Farm,land,"odeda local government, abeokuta north, ogun",900000.0,low,,,,,2025-12-24,NaT,Ogun
10522,5 Blocks Of 3 Bedroom Flat,flat/apartment,"alhaji oladele close, abeokuta north, ogun",30000000.0,mid,15.0,5.0,2000000.0,,2025-12-14,NaT,Ogun
10523,A 3.049acres In A Cornerpiece Of Land In An Industrial Area,land,"magboro, ogun",350000000.0,high,,,,,2026-01-25,NaT,Ogun
10524,"2 Plots Of Land Fenced, Old Measurement",land,"makogi road, magboro, ogun",120000000.0,high,,,,,2026-01-25,NaT,Ogun
10525,Newly Built 4 Bedroom Fully Detached  Duplex With Bq,fully detached,"mowe town, ogun",87000000.0,high,4.0,5.0,21750000.0,,2025-11-24,NaT,Ogun
10526,Hotel/club House On A Half Plot + Cofo,land,"by old bank bus stop accessible from sango, ifo, ogun",80000000.0,high,8.0,10.0,10000000.0,,2025-11-26,NaT,Ogun
10527,Land,land,"mowe ofada, ogun",7500000.0,low,,,,2025-03-10,2025-11-05,2025-03,Ogun
10528,7.1 Acres Fertile Land,land,"jagunna olasoju village, owode egba, obafemi-owode lga, obafemi owode, ogun",60000000.0,high,,,,,2025-11-26,NaT,Ogun
10529,Standard 3 Bedroom Bungalow,bungalow,"martins akute off ojodu berger, akute, ifo, ogun",75000000.0,high,3.0,3.0,25000000.0,2025-04-11,2026-01-02,2025-04,Ogun
10530,A Shell Structure Bungalow Consisting Of 2 Units Of 2 Bedroom Flats,bungalow,"off gosgra estate road, orimerunmu, orimerunmu, ibafo, ogun",30000000.0,mid,4.0,4.0,7500000.0,,2026-01-15,NaT,Ogun
10531,Studio Apartment,flat/apartment,"abeokuta north, ogun",11000000.0,mid,1.0,1.0,11000000.0,,2026-01-06,NaT,Ogun
10532,3 Bedroom Flat  On 60by120,flat/apartment,"itele, ado-odo/ota, ogun",32000000.0,mid,3.0,4.0,10666666.67,,2025-11-18,NaT,Ogun
10533,4 Bedroom Fully Detached Duplex,fully detached,"mowe town, ogun",87000000.0,high,4.0,4.0,21750000.0,,2025-11-18,NaT,Ogun
10534,5 Acres Of Industrial Land,land,"sagamu road, sagamu, ogun",70000000.0,high,,,,,2026-01-25,NaT,Ogun
10535,Finished 2 Bedroom Bungalow In A Secured Estate,bungalow,"adron treasure park and gardens, simawa, ogun",63000000.0,high,2.0,3.0,31500000.0,,2025-11-17,NaT,Ogun
10536,8 Acre Of Industrial Land,land,"lagos/ibadan expressway, mowe ofada, ogun",250000000.0,high,,,,,2026-01-25,NaT,Lagos
10537,Land,land,"ofada axis, mowe town, ogun",42500000.0,mid,1.0,3.0,42500000.0,,2026-01-26,NaT,Ogun
10538,Acres & Plots Of Land,land,"baba ode b/stop,winners road, ado-odo/ota, ogun",1000000.0,low,,,,2025-09-11,2026-01-25,2025-09,Ogun
10539,Newly Built 3 Bedroom Terrace Duplex,house,"berger, arepo, ogun",120000000.0,high,3.0,3.0,40000000.0,,2026-01-26,NaT,Ogun
10540,Strategically Located Prime Land Along A Major Highway,land,"lagos - ibadan expressway, km 46, ogun",65000000.0,high,,,,,2026-01-03,NaT,Lagos
10541,Alluring Block Of Flats,flat/apartment,"off adesan road, mowe town, ogun",70000000.0,high,,,,,2026-01-12,NaT,Ogun
10542,Newly Built 4-bedroom Fully Detached Duplex With Bq,fully detached,"mowe town, ogun",87000000.0,high,4.0,4.0,21750000.0,,2025-11-20,NaT,Ogun
10543,Massive 5 Bedroom Detached Duplex,detached duplex,"berger, arepo, ogun",130000000.0,high,5.0,5.0,26000000.0,,2026-01-15,NaT,Ogun
10544,Fenced Seven Acres Of Dry Land,land,"asese, ibafo, ogun",15000000.0,mid,,,,2025-06-11,2025-12-29,2025-06,Ogun
10545,3 Bedroom Bungalow On A Half Plot Of Land,land,"orimerunmu, ibafo, ogun",15000000.0,mid,3.0,,5000000.0,2025-06-11,2026-01-15,2025-06,Ogun
